stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,zone_id
TEC:Crbgare1,Robechies Gare,50.071414,4.286576,0,stoparea:TEC:Crbgare,,1,,
TEC:Crbgare2,Robechies Gare,50.07162,4.286212,0,stoparea:TEC:Crbgare,,1,,
TEC:Crbhurt1,Robechies Rue Hurtebise,50.072645,4.274448,0,stoparea:TEC:Crbhurt,,1,,
TEC:Crbhurt2,Robechies Rue Hurtebise,50.072762,4.274616,0,stoparea:TEC:Crbhurt,,1,,
TEC:Crbreve1,Robechies Mon Rêve,50.072542,4.259571,0,stoparea:TEC:Crbreve,,1,,
TEC:Crbreve2,Robechies Mon Rêve,50.072515,4.259124,0,stoparea:TEC:Crbreve,,1,,
TEC:Crbrgar1,Chimay Route vers la Gare,50.077254,4.294403,0,stoparea:TEC:Crbrgar,,1,,
TEC:Crbrgar2,Chimay Route vers la Gare,50.077407,4.294165,0,stoparea:TEC:Crbrgar,,1,,
TEC:Crccamp1,Rance Camping Communal,50.134625,4.284677,0,stoparea:TEC:Crccamp,,1,,
TEC:Crccamp2,Rance Camping Communal,50.134544,4.284496,0,stoparea:TEC:Crccamp,,1,,
TEC:Crccano1,Rance Canon,50.145139,4.248018,0,stoparea:TEC:Crccano,,1,,
TEC:Crccano2,Rance Canon,50.145058,4.247892,0,stoparea:TEC:Crccano,,1,,
TEC:Crccano3,Rance Canon,50.14477,4.247613,0,stoparea:TEC:Crccano,,1,,
TEC:Crccano4,Rance Canon,50.144689,4.247725,0,stoparea:TEC:Crccano,,1,,
TEC:Crccarr1,Rance Carrières,50.140578,4.299579,0,stoparea:TEC:Crccarr,,1,,
TEC:Crccarr2,Rance Carrières,50.140506,4.299048,0,stoparea:TEC:Crccarr,,1,,
TEC:Crcegli1,Rance Eglise,50.143918,4.268111,0,stoparea:TEC:Crcegli,,1,,
TEC:Crcegli2,Rance Eglise,50.143765,4.268041,0,stoparea:TEC:Crcegli,,1,,
TEC:Crcegli3,Rance Eglise,50.143189,4.267511,0,stoparea:TEC:Crcegli,,1,,
TEC:Crcegli4,Rance Eglise,50.143081,4.267497,0,stoparea:TEC:Crcegli,,1,,
TEC:Crcfdom1,Rance Forêt Domaniale,50.165425,4.242634,0,stoparea:TEC:Crcfdom,,1,,
TEC:Crcfdom2,Rance Forêt Domaniale,50.165362,4.242438,0,stoparea:TEC:Crcfdom,,1,,
TEC:Crcgare1,Rance Gare,50.14446,4.282506,0,stoparea:TEC:Crcgare,,1,,
TEC:Crcgare2,Rance Gare,50.144522,4.281918,0,stoparea:TEC:Crcgare,,1,,
TEC:Crcgmah1,Rance Garage Mahy,50.142462,4.292442,0,stoparea:TEC:Crcgmah,,1,,
TEC:Crcgmah2,Rance Garage Mahy,50.142273,4.292638,0,stoparea:TEC:Crcgmah,,1,,
TEC:Crchutt1,Rance Chemin de la Hutte,50.144339,4.256582,0,stoparea:TEC:Crchutt,,1,,
TEC:Crchutt2,Rance Chemin de la Hutte,50.14424,4.256624,0,stoparea:TEC:Crchutt,,1,,
TEC:Crclorc1,Rance Ferme Lorçon,50.120724,4.281947,0,stoparea:TEC:Crclorc,,1,,
TEC:Crclorc2,Rance Ferme Lorçon,50.11925,4.282341,0,stoparea:TEC:Crclorc,,1,,
TEC:Crcpcom1,Rance Place Communale,50.142788,4.271443,0,stoparea:TEC:Crcpcom,,1,,
TEC:Crcpcom2,Rance Place Communale,50.142688,4.270911,0,stoparea:TEC:Crcpcom,,1,,
TEC:Crcpla1,Rance Place François,50.142272,4.278187,0,stoparea:TEC:Crcpla,,1,,
TEC:Crcpla2,Rance Place François,50.142316,4.278005,0,stoparea:TEC:Crcpla,,1,,
TEC:Crcplac3,Rance Place François,50.14228,4.277431,0,stoparea:TEC:Crcplac,,1,,
TEC:Crcplac4,Rance Place François,50.142082,4.277208,0,stoparea:TEC:Crcplac,,1,,
TEC:Crcrgar1,Rance Route Gare,50.143211,4.283655,0,stoparea:TEC:Crcrgar,,1,,
TEC:Crcrgar2,Rance Route Gare,50.143085,4.283655,0,stoparea:TEC:Crcrgar,,1,,
TEC:Crcrlf1,Rance Rue les Frés,50.146543,4.241103,0,stoparea:TEC:Crcrlf,,1,,
TEC:Crcrlf2,Rance Rue les Frés,50.146284,4.242251,0,stoparea:TEC:Crcrlf,,1,,
TEC:Crcrwas1,Rance Rue Wastenne,50.144343,4.252035,0,stoparea:TEC:Crcrwas,,1,,
TEC:Crcrwas2,Rance Rue Wastenne,50.144173,4.252469,0,stoparea:TEC:Crcrwas,,1,,
TEC:Crcverr1,Rance Verrerie,50.146639,4.264579,0,stoparea:TEC:Crcverr,,1,,
TEC:Crcverr2,Rance Verrerie,50.146638,4.264285,0,stoparea:TEC:Crcverr,,1,,
TEC:Crebien1,Reves Bien-Etre (Sainte-Marie),50.538207,4.416259,0,stoparea:TEC:Crebien,,1,,
TEC:Crebien2,Reves Bien-Etre (Sainte-Marie),50.538018,4.416132,0,stoparea:TEC:Crebien,,1,,
TEC:Crebien3,Reves Bien-Etre (Sainte-Marie),50.538539,4.41784,0,stoparea:TEC:Crebien,,1,,
TEC:Crebrux1,Ves Rue de Bruxelles,50.544414,4.405007,0,,,1,,
TEC:Crebrux2,Reves Rue de Bruxelles,50.544316,4.404922,0,,,1,,
TEC:Crecouc1,Reves Ruelle du Coucou,50.550601,4.399466,0,stoparea:TEC:Crecouc,,1,,
TEC:Crecouc2,Reves Ruelle du Coucou,50.550287,4.398986,0,stoparea:TEC:Crecouc,,1,,
TEC:Creespi1,Reves Espinette,50.546174,4.412331,0,stoparea:TEC:Creespi,,1,,
TEC:Creespi2,Reves Espinette,50.546138,4.412162,0,stoparea:TEC:Creespi,,1,,
TEC:Crefont1,Ves Rue de la Fontaine,50.547365,4.398801,0,,,1,,
TEC:Crefont2,Reves Rue de la Fontaine,50.547284,4.398674,0,,,1,,
TEC:Creha761,Reves Habitation 76,50.531973,4.402825,0,stoparea:TEC:Creha76,,1,,
TEC:Creha762,Reves Habitation 76,50.532,4.403206,0,stoparea:TEC:Creha76,,1,,
TEC:Crehout1,Reves Ferme Botte,50.552892,4.404618,0,stoparea:TEC:Crehout,,1,,
TEC:Crehout2,Reves Ferme Botte,50.552506,4.404054,0,stoparea:TEC:Crehout,,1,,
TEC:Creluth1,Ves Rue Lutheal,50.540052,4.411084,0,,,1,,
TEC:Creluth2,Reves Rue Lutheal,50.53998,4.410971,0,,,1,,
TEC:Creoudo1,Reves Odoumont,50.529358,4.396829,0,,,1,,
TEC:Creoudo2,Reves Oudoumont,50.529394,4.397718,0,,,1,,
TEC:Crerevi1,Ves Rue Revioux,50.538146,4.411139,0,,,1,,
TEC:Crerevi2,Reves Rue Revioux,50.538254,4.41111,0,,,1,,
TEC:Creshau1,Reves Sart à Rêves,50.551142,4.394937,0,stoparea:TEC:Creshau,,1,,
TEC:Creshau2,Reves Sart à Rêves,50.551097,4.395149,0,stoparea:TEC:Creshau,,1,,
TEC:Crestan1,Reves Rue Saint-Anne,50.538973,4.412606,0,stoparea:TEC:Crestan,,1,,
TEC:Crestan2,Reves Rue Saint-Anne,50.538901,4.412493,0,stoparea:TEC:Crestan,,1,,
TEC:Crewaba1,Reves Gare,50.554382,4.410998,0,stoparea:TEC:Crewaba,,1,,
TEC:Crewaba2,Reves Gare,50.554257,4.411238,0,stoparea:TEC:Crewaba,,1,,
TEC:Crewaha1,Reves Le Baty,50.549761,4.412165,0,stoparea:TEC:Crewaha,,1,,
TEC:Crewaha2,Reves Le Baty,50.549653,4.411953,0,stoparea:TEC:Crewaha,,1,,
TEC:Crewatb1,Reves Wattimez-Bas,50.550497,4.414833,0,stoparea:TEC:Crewatb,,1,,
TEC:Crewatb2,Reves Wattimez-Bas,50.550425,4.414903,0,stoparea:TEC:Crewatb,,1,,
TEC:Crewath1,Ves Wattimez-Haut,50.549795,4.416892,0,,,1,,
TEC:Crewath2,Reves Wattimez-Haut,50.54975,4.417019,0,,,1,,
TEC:Crg3arb1,Ragnies 3 Arbres,50.315579,4.286129,0,stoparea:TEC:Crg3arb,,1,,
TEC:Crg3arb2,Ragnies 3 Arbres,50.315525,4.286298,0,stoparea:TEC:Crg3arb,,1,,
TEC:Crgegli1,Ragnies Eglise,50.308511,4.283628,0,stoparea:TEC:Crgegli,,1,,
TEC:Crgegli2,Ragnies Eglise,50.308493,4.283923,0,stoparea:TEC:Crgegli,,1,,
TEC:Crglyre1,Ragnies Lyrée,50.308701,4.274208,0,stoparea:TEC:Crglyre,,1,,
TEC:Crglyre2,Ragnies Lyrée,50.30854,4.274307,0,stoparea:TEC:Crglyre,,1,,
TEC:Crgmgri1,Ragnies Maison Grise,50.310616,4.285365,0,stoparea:TEC:Crgmgri,,1,,
TEC:Crgmgri2,Ragnies Maison Grise,50.310562,4.285674,0,stoparea:TEC:Crgmgri,,1,,
TEC:Croball1,Roux Ballotage,50.437931,4.372575,0,stoparea:TEC:Croball,,1,,
TEC:Croball2,Roux Ballotage,50.437814,4.372491,0,stoparea:TEC:Croball,,1,,
TEC:Crobass1,Roux Place de la Bassée,50.434699,4.39953,0,stoparea:TEC:Crobass,,1,,
TEC:Crobass2,Roux Place de la Bassée,50.434582,4.399812,0,stoparea:TEC:Crobass,,1,,
TEC:Crocona1,Roux Rue Conard,50.434603,4.386651,0,stoparea:TEC:Crocona,,1,,
TEC:Crocona2,Roux Rue Conard,50.435493,4.386539,0,stoparea:TEC:Crocona,,1,,
TEC:Crocpai1,Roux Cité de la Paix,50.437212,4.367325,0,stoparea:TEC:Crocpai,,1,,
TEC:Crocpai2,Roux Cité de la Paix,50.436978,4.366494,0,stoparea:TEC:Crocpai,,1,,
TEC:Crodebr1,Roux Rue L. Debrouckère,50.44504,4.390231,0,stoparea:TEC:Crodebr,,1,,
TEC:Crodebr2,Roux Rue L. Debrouckère,50.445103,4.39009,0,stoparea:TEC:Crodebr,,1,,
TEC:Crodrai1,Roux Rue Draily,50.449869,4.386685,0,stoparea:TEC:Crodrai,,1,,
TEC:Crodrai2,Roux Rue Draily,50.449626,4.386263,0,stoparea:TEC:Crodrai,,1,,
TEC:Croegli1,Roux Eglise,50.440635,4.39113,0,stoparea:TEC:Croegli,,1,,
TEC:Croegli2,Roux Eglise,50.440814,4.3922,0,stoparea:TEC:Croegli,,1,,
TEC:Crofrio1,Roux Rue Jean Friot,50.441886,4.38571,0,stoparea:TEC:Crofrio,,1,,
TEC:Crofrio2,Roux Rue Jean Friot,50.44247,4.385415,0,stoparea:TEC:Crofrio,,1,,
TEC:Croheig1,Roux Rue de Heigne,50.44369,4.397199,0,stoparea:TEC:Croheig,,1,,
TEC:Croheig2,Roux Rue de Heigne,50.443538,4.396157,0,stoparea:TEC:Croheig,,1,,
TEC:Crojume1,Roux Rue de Jumet,50.438935,4.396718,0,stoparea:TEC:Crojume,,1,,
TEC:Crojume2,Roux Rue de Jumet,50.438494,4.396619,0,stoparea:TEC:Crojume,,1,,
TEC:Crolach1,Roux Cité de la Lache,50.447449,4.391936,0,stoparea:TEC:Crolach,,1,,
TEC:Crolach2,Roux Cité de la Lache,50.447279,4.391823,0,stoparea:TEC:Crolach,,1,,
TEC:Crolema1,Roux Rue Général Leman,50.444556,4.38505,0,stoparea:TEC:Crolema,,1,,
TEC:Crolema2,Roux Rue Général Leman,50.444951,4.38467,0,stoparea:TEC:Crolema,,1,,
TEC:Crolema3,Roux Rue Général Leman,50.444214,4.385697,0,stoparea:TEC:Crolema,,1,,
TEC:Crolema4,Roux Rue Général Leman,50.444304,4.385655,0,stoparea:TEC:Crolema,,1,,
TEC:Cromart1,Roux Martinet,50.430099,4.387465,0,stoparea:TEC:Cromart,,1,,
TEC:Cromart2,Roux Martinet,50.430225,4.387283,0,stoparea:TEC:Cromart,,1,,
TEC:Cromonn1,Roux Place du Monny,50.432837,4.403893,0,stoparea:TEC:Cromonn,,1,,
TEC:Cromonn2,Roux Place du Monny,50.432954,4.404188,0,stoparea:TEC:Cromonn,,1,,
TEC:Cronova1,Roux Rue Novale,50.450246,4.389614,0,stoparea:TEC:Cronova,,1,,
TEC:Cronova2,Roux Rue Novale,50.449958,4.389036,0,stoparea:TEC:Cronova,,1,,
TEC:Cropcan1,Roux S.N.C.B.,50.442001,4.394017,0,stoparea:TEC:Cropcan,,1,,
TEC:Cropcan2,Roux S.N.C.B.,50.441641,4.393791,0,stoparea:TEC:Cropcan,,1,,
TEC:Croplom2,Roux Plomcot,50.438613,4.386484,0,stoparea:TEC:Croplom,,1,,
TEC:Croplom3,Roux Plomcot,50.438325,4.385597,0,stoparea:TEC:Croplom,,1,,
TEC:Croplom4,Roux Plomcot,50.439449,4.388511,0,stoparea:TEC:Croplom,,1,,
TEC:Croplom5,Roux Plomcot,50.437615,4.385906,0,stoparea:TEC:Croplom,,1,,
TEC:Croplom7,Roux Plomcot,50.439296,4.387385,0,stoparea:TEC:Croplom,,1,,
TEC:Crorogn2,Roux Bois du Rognac,50.434955,4.36434,0,stoparea:TEC:Crorogn,,1,,
TEC:Crorpai1,Roux Rue de la Paix,50.438272,4.378825,0,stoparea:TEC:Crorpai,,1,,
TEC:Crorpai2,Roux Rue de la Paix,50.438137,4.37822,0,stoparea:TEC:Crorpai,,1,,
TEC:Crowall1,Roux Rue de Wallonie,50.449652,4.393303,0,stoparea:TEC:Crowall,,1,,
TEC:Crowall2,Roux Rue de Wallonie,50.449148,4.393626,0,stoparea:TEC:Crowall,,1,,
TEC:Crowilb1,Roux Wilbeauroux,50.449923,4.383503,0,stoparea:TEC:Crowilb,,1,,
TEC:Crowilb2,Roux Wilbeauroux,50.450247,4.383179,0,stoparea:TEC:Crowilb,,1,,
TEC:Crs74em1,Roselies Place du 74ème,50.4221,4.571781,0,stoparea:TEC:Crs74em,,1,,
TEC:Crs74em4,Roselies Place du 74ème,50.42228,4.571655,0,stoparea:TEC:Crs74em,,1,,
TEC:Crsaise1,Roselies Rue d'Aiseau,50.422048,4.580927,0,stoparea:TEC:Crsaise,,1,,
TEC:Crsaise4,Roselies Rue d'Aiseau,50.422147,4.580843,0,stoparea:TEC:Crsaise,,1,,
TEC:Crsapol1,Roselies Rue Abbé Polart,50.429607,4.572038,0,stoparea:TEC:Crsapol,,1,,
TEC:Crsapol2,Roselies Rue Abbé Polart,50.429588,4.572348,0,stoparea:TEC:Crsapol,,1,,
TEC:Crseuro1,Roselies Rue de l'Europe,50.420492,4.571211,0,stoparea:TEC:Crseuro,,1,,
TEC:Crseuro2,Roselies Rue de l'Europe,50.420043,4.570787,0,stoparea:TEC:Crseuro,,1,,
TEC:Crsmonu1,Roselies Monument,50.42604,4.5707,0,stoparea:TEC:Crsmonu,,1,,
TEC:Crsmonu2,Roselies Monument,50.426774,4.572744,0,stoparea:TEC:Crsmonu,,1,,
TEC:Crspair2,Roselies Rue de la Pairelle,50.409348,4.569264,0,stoparea:TEC:Crspair,,1,,
TEC:Crspana1,Roselies Panama,50.417896,4.570187,0,stoparea:TEC:Crspana,,1,,
TEC:Crspana3,Roselies Panama,50.416824,4.571082,0,stoparea:TEC:Crspana,,1,,
TEC:Crspana4,Roselies Panama,50.416977,4.571365,0,stoparea:TEC:Crspana,,1,,
TEC:Crsprai3,Roselies Rue de la Praile,50.417897,4.574731,0,stoparea:TEC:Crsprai,,1,,
TEC:Crsprai4,Roselies Rue de la Praile,50.41796,4.574591,0,stoparea:TEC:Crsprai,,1,,
TEC:Crsrose1,Roselies La Roseraie,50.419986,4.578061,0,stoparea:TEC:Crsrose,,1,,
TEC:Crsrose2,Roselies La Roseraie,50.420174,4.57809,0,stoparea:TEC:Crsrose,,1,,
TEC:Crsstem1,Roselies Rue de Stembiez,50.41592,4.568743,0,stoparea:TEC:Crsstem,,1,,
TEC:Crsstem2,Roselies Rue de Stembiez,50.414519,4.568033,0,stoparea:TEC:Crsstem,,1,,
TEC:Crswaut1,Roselies Rue Wauters,50.42666,4.576233,0,stoparea:TEC:Crswaut,,1,,
TEC:Crswaut2,Roselies Rue Wauters,50.426444,4.576246,0,stoparea:TEC:Crswaut,,1,,
TEC:Csa4mai1,Saint-Amand 4 Maisons,50.525442,4.512993,0,stoparea:TEC:Csa4mai,,1,,
TEC:Csa4mai2,Saint-Amand 4 Maisons,50.525335,4.512174,0,stoparea:TEC:Csa4mai,,1,,
TEC:Csabrun1,Saint-Amand Chaussée Brunehault,50.522247,4.500785,0,stoparea:TEC:Csabrun,,1,,
TEC:Csabrun2,Saint-Amand Chaussée Brunehault,50.522426,4.501011,0,stoparea:TEC:Csabrun,,1,,
TEC:Csachas1,Saint-Amand Usines Chassart,50.526811,4.517848,0,stoparea:TEC:Csachas,,1,,
TEC:Csachas2,Saint-Amand Usines Chassart,50.526713,4.517228,0,stoparea:TEC:Csachas,,1,,
TEC:Csasncb1,Saint-Amand S.N.C.B.,50.523545,4.505724,0,stoparea:TEC:Csasncb,,1,,
TEC:Csasncb2,Saint-Amand S.N.C.B.,50.523706,4.505908,0,stoparea:TEC:Csasncb,,1,,
TEC:Csawagn1,Saint-Amand Chemin de Wagnelée,50.529888,4.522908,0,stoparea:TEC:Csawagn,,1,,
TEC:Csawagn2,Saint-Amand Chemin de Wagnelée,50.529692,4.52192,0,stoparea:TEC:Csawagn,,1,,
TEC:Csbberg1,Sars-la-Buissiere Bergotte,50.332033,4.215887,0,stoparea:TEC:Csbberg,,1,,
TEC:Csbplac1,Sars-la-Buissiere Place de l'Eglise,50.339594,4.209625,0,stoparea:TEC:Csbplac,,1,,
TEC:Csbrago1,Sars-la-Buissiere Ragoda,50.33798,4.205908,0,stoparea:TEC:Csbrago,,1,,
TEC:Csbsart1,Sars-la-Buissiere Le Sartois,50.334642,4.210414,0,stoparea:TEC:Csbsart,,1,,
TEC:Csdbosq1,Sart-Dames-Avelines La Bosquaille,50.548029,4.494,0,stoparea:TEC:Csdbosq,,1,,
TEC:Csdbosq2,Sart-Dames-Avelines La Bosquaille,50.548245,4.494127,0,stoparea:TEC:Csdbosq,,1,,
TEC:Csdetan1,Sart-Dames-Avelines Etangs,50.563729,4.472686,0,stoparea:TEC:Csdetan,,1,,
TEC:Csdetan2,Sart-Dames-Avelines Etangs,50.563693,4.473166,0,stoparea:TEC:Csdetan,,1,,
TEC:Csdfboi1,Sart-Dames-Avelines Ferme du Bois,50.551633,4.495449,0,stoparea:TEC:Csdfboi,,1,,
TEC:Csdfboi2,Sart-Dames-Avelines Ferme du Bois,50.55174,4.495773,0,stoparea:TEC:Csdfboi,,1,,
TEC:Csdjeme1,Sart-Dames-Avelines Jemerée,50.541607,4.488481,0,stoparea:TEC:Csdjeme,,1,,
TEC:Csdjeme2,Sart-Dames-Avelines Jemerée,50.541535,4.488565,0,stoparea:TEC:Csdjeme,,1,,
TEC:Csdnive2,Sart-Dames-Avelines Route de Villers-Perwin,50.553618,4.497133,0,stoparea:TEC:Csdnive,,1,,
TEC:Csdnive4,Sart-Dames-Avelines Route de Villers-Perwin,50.55377,4.497317,0,stoparea:TEC:Csdnive,,1,,
TEC:Csdpira1,Sart-Dames-Avelines Piraumont,50.555025,4.474699,0,stoparea:TEC:Csdpira,,1,,
TEC:Csdpira2,Sart-Dames-Avelines Piraumont,50.554935,4.474784,0,stoparea:TEC:Csdpira,,1,,
TEC:Csdplac1,Sart-Dames-Avelines Place,50.567729,4.492175,0,stoparea:TEC:Csdplac,,1,,
TEC:Csdrofr1,Sart-Dames-Avelines Route de Frasnes,50.55962,4.483065,0,stoparea:TEC:Csdrofr,,1,,
TEC:Csdrofr2,Sart-Dames-Avelines Route de Frasnes,50.559728,4.483178,0,stoparea:TEC:Csdrofr,,1,,
TEC:Csebasc1,Seloignes Bascule,50.009479,4.238927,0,stoparea:TEC:Csebasc,,1,,
TEC:Csebasc2,Seloignes Bascule,50.009578,4.239066,0,stoparea:TEC:Csebasc,,1,,
TEC:Csecarr1,Seloignes Carrefour,50.003514,4.261318,0,stoparea:TEC:Csecarr,,1,,
TEC:Csecarr2,Seloignes Carrefour,50.004324,4.261958,0,stoparea:TEC:Csecarr,,1,,
TEC:Csecoup1,Seloignes Rue Coupain,50.012921,4.264464,0,stoparea:TEC:Csecoup,,1,,
TEC:Csecoup2,Seloignes Rue Coupain,50.013002,4.264645,0,stoparea:TEC:Csecoup,,1,,
TEC:Csecout1,Seloignes Rue Couture,50.011031,4.253112,0,stoparea:TEC:Csecout,,1,,
TEC:Csecout2,Seloignes Rue Couture,50.011247,4.253013,0,stoparea:TEC:Csecout,,1,,
TEC:Csecroi1,Seloignes Croisement,50.010511,4.202735,0,stoparea:TEC:Csecroi,,1,,
TEC:Csecroi2,Seloignes Croisement,50.010655,4.202609,0,stoparea:TEC:Csecroi,,1,,
TEC:Csedoua1,Seloignes Douane,50.000191,4.246986,0,stoparea:TEC:Csedoua,,1,,
TEC:Csedoua2,Seloignes Douane,49.999976,4.247364,0,stoparea:TEC:Csedoua,,1,,
TEC:Csedoua5,Seloignes Douane,49.999733,4.247211,0,stoparea:TEC:Csedoua,,1,,
TEC:Csefour1,Seloignes Fourchinée,50.010669,4.269896,0,stoparea:TEC:Csefour,,1,,
TEC:Csefour2,Seloignes Fourchinée,50.010687,4.269714,0,stoparea:TEC:Csefour,,1,,
TEC:Cselait1,Seloignes Laiterie,50.017173,4.237511,0,stoparea:TEC:Cselait,,1,,
TEC:Cselait2,Seloignes Laiterie,50.016949,4.237805,0,stoparea:TEC:Cselait,,1,,
TEC:Cselibe1,Seloignes Le Liberty,50.009681,4.243433,0,stoparea:TEC:Cselibe,,1,,
TEC:Cselibe2,Seloignes Le Liberty,50.009844,4.243697,0,stoparea:TEC:Cselibe,,1,,
TEC:Csemacq1,Seloignes Route de Macquenoise,50.009509,4.25052,0,stoparea:TEC:Csemacq,,1,,
TEC:Csemacq2,Seloignes Route de Macquenoise,50.00959,4.251008,0,stoparea:TEC:Csemacq,,1,,
TEC:Csemacq4,Seloignes Route de Macquenoise,50.008323,4.251151,0,stoparea:TEC:Csemacq,,1,,
TEC:Csepier1,Seloignes Château Piérard,49.985053,4.218217,0,stoparea:TEC:Csepier,,1,,
TEC:Csepost1,Seloignes Postes,50.015851,4.254523,0,stoparea:TEC:Csepost,,1,,
TEC:Csepost2,Seloignes Postes,50.015275,4.253869,0,stoparea:TEC:Csepost,,1,,
TEC:Csepote1,Seloignes Poteau,49.999548,4.250726,0,stoparea:TEC:Csepote,,1,,
TEC:Csepote2,Seloignes Poteau,49.999665,4.251409,0,stoparea:TEC:Csepote,,1,,
TEC:Csequew1,Seloignes Les Quewettes,50.009782,4.229412,0,stoparea:TEC:Csequew,,1,,
TEC:Csequew2,Seloignes Les Quewettes,50.00989,4.229481,0,stoparea:TEC:Csequew,,1,,
TEC:Csesabo1,Seloignes Saboterie,50.000085,4.25788,0,stoparea:TEC:Csesabo,,1,,
TEC:Csesabo2,Seloignes Saboterie,49.999536,4.257156,0,stoparea:TEC:Csesabo,,1,,
TEC:Csiegli1,Silenrieux Eglise,50.224707,4.408192,0,stoparea:TEC:Csiegli,,1,,
TEC:Csiegli2,Silenrieux Eglise,50.224869,4.408473,0,stoparea:TEC:Csiegli,,1,,
TEC:Cslbarb1,Salles Fosse Barbe,50.056187,4.240854,0,stoparea:TEC:Cslbarb,,1,,
TEC:Cslbarb2,Salles Fosse Barbe,50.056215,4.241231,0,stoparea:TEC:Cslbarb,,1,,
TEC:Cslbhau1,Salles Bout de la Haut,50.056578,4.25296,0,stoparea:TEC:Cslbhau,,1,,
TEC:Cslbhau2,Salles Bout de la Haut,50.056713,4.253463,0,stoparea:TEC:Cslbhau,,1,,
TEC:Cslegli1,Salles Eglise,50.056032,4.246622,0,stoparea:TEC:Cslegli,,1,,
TEC:Cslegli2,Salles Eglise,50.056139,4.246524,0,stoparea:TEC:Cslegli,,1,,
TEC:Csobail1,Souvret La Baille,50.442029,4.351163,0,stoparea:TEC:Csobail,,1,,
TEC:Csobail2,Souvret La Baille,50.442038,4.350754,0,stoparea:TEC:Csobail,,1,,
TEC:Csobrou1,Souvret Rue de Brouckère,50.441767,4.341421,0,stoparea:TEC:Csobrou,,1,,
TEC:Csobrou2,Souvret Rue de Brouckère,50.441848,4.341336,0,stoparea:TEC:Csobrou,,1,,
TEC:Csochea1,Souvret Château d'Eau,50.434981,4.351925,0,stoparea:TEC:Csochea,,1,,
TEC:Csochea2,Souvret Château d'Eau,50.434927,4.352108,0,stoparea:TEC:Csochea,,1,,
TEC:Csocime1,Souvret Cimetière,50.453131,4.34485,0,stoparea:TEC:Csocime,,1,,
TEC:Csocime2,Souvret Cimetière,50.453086,4.344597,0,stoparea:TEC:Csocime,,1,,
TEC:Csoforc1,Souvret Rue de Forchies,50.434549,4.348012,0,stoparea:TEC:Csoforc,,1,,
TEC:Csoforc2,Souvret Rue de Forchies,50.434918,4.347604,0,stoparea:TEC:Csoforc,,1,,
TEC:Csoforr1,Souvret Forrière,50.443693,4.356301,0,stoparea:TEC:Csoforr,,1,,
TEC:Csoforr2,Souvret Forrière,50.442866,4.356822,0,stoparea:TEC:Csoforr,,1,,
TEC:Csoforr3,Souvret Forrière,50.443091,4.355808,0,stoparea:TEC:Csoforr,,1,,
TEC:Csoforr4,Souvret Forrière,50.443181,4.355808,0,stoparea:TEC:Csoforr,,1,,
TEC:Csograf1,Souvret Rue des Graffes,50.436187,4.35733,0,stoparea:TEC:Csograf,,1,,
TEC:Csograf4,Souvret Rue des Graffes,50.435863,4.357556,0,stoparea:TEC:Csograf,,1,,
TEC:Csoperi1,Souvret Puits Périer,50.447298,4.353118,0,stoparea:TEC:Csoperi,,1,,
TEC:Csoperi2,Souvret Puits Périer,50.447091,4.353076,0,stoparea:TEC:Csoperi,,1,,
TEC:Csoplac1,Souvret Place,50.451172,4.349188,0,stoparea:TEC:Csoplac,,1,,
TEC:Csoplac2,Souvret Place,50.450076,4.350005,0,stoparea:TEC:Csoplac,,1,,
TEC:Csostoc1,Souvret Rue du Stocquy,50.440401,4.345054,0,stoparea:TEC:Csostoc,,1,,
TEC:Csostoc2,Souvret Rue du Stocquy,50.440437,4.344857,0,stoparea:TEC:Csostoc,,1,,
TEC:Csrcant1,Saint-Remy Petit Canton,50.041391,4.282997,0,stoparea:TEC:Csrcant,,1,,
TEC:Csrcant2,Saint-Remy Petit Canton,50.041391,4.282718,0,stoparea:TEC:Csrcant,,1,,
TEC:Csrcarr1,Saint-Remy Rue des Carrières,50.046344,4.293711,0,stoparea:TEC:Csrcarr,,1,,
TEC:Csrcarr2,Saint-Remy Rue des Carrières,50.046469,4.29332,0,stoparea:TEC:Csrcarr,,1,,
TEC:Csregli1,Saint-Remy Eglise,50.045599,4.295974,0,stoparea:TEC:Csregli,,1,,
TEC:Csregli2,Saint-Remy Eglise,50.045824,4.296239,0,stoparea:TEC:Csregli,,1,,
TEC:Csschat1,Solre-Saint-Gery Château,50.215936,4.235972,0,stoparea:TEC:Csschat,,1,,
TEC:Csschat2,Solre-Saint-Gery Château,50.215703,4.236365,0,stoparea:TEC:Csschat,,1,,
TEC:Csscrot1,Solre-Saint-Gery Pont Crotté,50.216626,4.22696,0,stoparea:TEC:Csscrot,,1,,
TEC:Csscrot2,Solre-Saint-Gery Pont Crotté,50.217121,4.226819,0,stoparea:TEC:Csscrot,,1,,
TEC:Cssgare1,Solre-Saint-Gery Gare,50.214609,4.239464,0,stoparea:TEC:Cssgare,,1,,
TEC:Cssgare2,Solre-Saint-Gery Gare,50.214762,4.239394,0,stoparea:TEC:Cssgare,,1,,
TEC:Csshouy1,Solre-Saint-Gery Houyeux,50.195979,4.22275,0,stoparea:TEC:Csshouy,,1,,
TEC:Csshouy2,Solre-Saint-Gery Houyeux,50.196356,4.222693,0,stoparea:TEC:Csshouy,,1,,
